1,1,51
1,1,287
1,1,404
1,1,419
1,1,456
1,1,592
1,1,629
1,1,868
1,1,1146
1,1,1162
1,1,1403
1,1,1658
1,1,1756
1,1,2960
1,1,3050
1,1,3055
1,1,3186
1,1,3329
1,1,3459
1,1,3822
1,1,3964
1,1,4012
1,1,4145
1,1,4242
1,1,4293
1,1,4325
1,1,4410
1,1,4583
1,1,4679
1,1,5043
1,1,5148
1,1,5195
1,1,5365
1,1,5366
1,1,5444
1,1,5503
1,1,5525
1,1,5626
1,1,5652
1,1,5797
1,1,5904
1,1,6003
1,1,6221
1,1,6280
1,1,6329
1,1,6331
1,1,6444
1,1,6588
1,1,7025
1,1,7168
1,1,7269
1,1,7547
1,1,7601
1,1,7760
1,1,7774
1,1,8035
1,1,8055
1,1,8344
1,1,8634
1,1,8921
1,1,8980
1,1,9037
1,1,9658
1,1,9739
1,1,9929
2,2,48
2,2,63
2,2,325
2,2,405
2,2,539
2,2,553
2,2,565
2,2,601
2,2,604
2,2,673
2,2,903
2,2,947
2,2,1058
2,2,1113
2,2,1233
2,2,1386
2,2,1472
2,2,1503
2,2,1578
2,2,1876
2,2,1988
2,2,2065
2,2,2193
2,2,2260
2,2,2275
2,2,2680
2,2,3227
2,2,3545
2,2,3624
2,2,3663
2,2,3755
2,2,3801
2,2,4117
2,2,4453
2,2,4496
2,2,4558
2,2,4597
2,2,5131
2,2,5558
2,2,5699
2,2,5797
2,2,5909
2,2,6105
2,2,6264
2,2,6298
2,2,6895
2,2,7235
2,2,7459
2,2,7542
2,2,8330
2,2,8485
2,2,8779
2,2,9517
2,2,9552
2,2,9688
3,3,14
3,3,231
3,3,338
3,3,423
3,3,1126
3,3,1128
3,3,1131
3,3,1147
3,3,1216
3,3,1284
3,3,1300
3,3,1318
3,3,1464
3,3,1710
3,3,1783
3,3,1816
3,3,1909
3,3,1952
3,3,2095
3,3,2209
3,3,2877
3,3,3467
3,3,3651
3,3,3947
3,3,4053
3,3,4072
3,3,4299
3,3,4970
3,3,5579
3,3,5602
3,3,5721
3,3,5851
3,3,5934
3,3,6005
3,3,6014
3,3,6018
3,3,6031
3,3,6700
3,3,6741
3,3,6863
3,3,7181
3,3,7274
3,3,7315
3,3,7619
3,3,7655
3,3,7890
3,3,7927
3,3,8097
3,3,8381
3,3,9157
3,3,9213
3,3,9360
3,3,9823
3,3,9839
4,4,53
4,4,101
4,4,123
4,4,146
4,4,206
4,4,507
4,4,512
4,4,901
4,4,1253
4,4,1487
4,4,1622
4,4,1651
4,4,1778
4,4,1933
4,4,2445
4,4,2527
4,4,2608
4,4,2781
4,4,2801
4,4,2852
4,4,3263
4,4,3583
4,4,3626
4,4,4117
4,4,4211
4,4,4398
4,4,4476
4,4,4496
4,4,4683
4,4,4704
4,4,4741
4,4,4752
4,4,4899
4,4,5016
4,4,5387
4,4,5753
4,4,5829
4,4,6449
4,4,6863
4,4,6948
4,4,7048
4,4,7295
4,4,7310
4,4,7348
4,4,7397
4,4,7605
4,4,7624
4,4,7636
4,4,7878
4,4,8020
4,4,8096
4,4,8379
4,4,8475
4,4,8719
4,4,9034
4,4,9126
4,4,9364
4,4,9429
4,4,9576
4,4,9673
4,4,9688
4,4,9742
4,4,9853
4,4,9949
5,5,161
5,5,387
5,5,397
5,5,570
5,5,1039
5,5,1380
5,5,1541
5,5,1606
5,5,1881
5,5,2489
5,5,2509
5,5,2786
5,5,2883
5,5,3080
5,5,3306
5,5,3309
5,5,3403
5,5,4083
5,5,4107
5,5,4228
5,5,4383
5,5,4551
5,5,4886
5,5,4988
5,5,5281
5,5,5328
5,5,5366
5,5,5602
5,5,5619
5,5,5764
5,5,5768
5,5,5815
5,5,5819
5,5,5968
5,5,6149
