1,8,21
1,3,4512
1,10,4785
1,8,4886
1,7,4890
1,1,5185
1,3,6338
1,8,6395
1,2,9484
1,6,9994
2,3,21
2,7,1184
2,7,2572
2,7,4411
2,2,4512
2,4,4641
2,6,4886
2,9,4890
2,3,5185
2,10,6395
3,6,6395
3,9,9573
3,1,9994
4,7,21
4,5,1184
4,5,2572
4,2,3070
4,6,4411
4,5,4512
4,5,4641
4,10,4886
4,10,4890
4,6,5016
4,8,5185
4,2,6395
4,1,7233
4,8,9709
5,4,21
5,6,1184
5,2,3070
5,6,4411
5,5,4512
5,6,4641
5,3,4886
5,8,4890
5,8,5185
5,8,9709
6,6,21
6,3,1184
6,5,3070
6,5,4411
6,10,4512
6,7,4641
6,4,4886
6,6,4890
6,3,5185
6,8,7233
6,5,9709
7,5,21
7,1,1184
7,2,3070
7,9,4411
7,4,4512
7,6,4641
7,7,4886
7,4,4890
7,10,5185
7,1,7233
7,1,9709
8,6,21
8,3,1184
8,4,2572
8,10,4411
8,3,4512
8,3,4886
8,4,4890
8,8,5185
9,3,21
9,3,1184
9,8,4512
9,4,4886
9,2,4890
9,1,5185
10,2,1184
10,1,2339
10,5,2572
10,7,3070
10,6,4411
10,3,4455
10,4,4512
10,1,4641
10,1,4886
10,3,4890
10,10,5185
10,10,6395
10,7,7233
10,5,9183
10,1,9709
11,6,21
11,8,1184
11,10,3070
11,1,4512
11,7,4641
11,5,4886
11,9,4890
11,6,7233
11,10,9709
12,5,4785
12,5,6338
12,5,6395
12,3,9484
12,3,9994
13,10,3070
13,5,4411
13,1,4641
13,1,5016
13,10,9709
14,7,21
14,5,1184
14,3,3070
14,5,4512
14,4,4641
14,1,4785
14,2,4886
14,5,4890
14,1,5185
14,5,6338
14,6,6395
14,9,7233
14,7,9484
14,5,9709
14,6,9994
15,4,21
15,7,1184
15,4,2572
15,1,3070
15,5,4411
15,7,4512
15,5,4641
15,9,4886
15,10,4890
15,8,5016
15,10,5185
15,1,6395
15,10,7233
15,10,9709
16,3,21
16,5,1184
16,1,4512
16,3,4785
16,6,4886
16,9,4890
16,4,5185
16,4,6338
16,9,6395
16,8,9484
16,7,9994
17,6,21
17,3,1184
17,1,3070
17,6,4512
17,2,4641
17,3,4886
17,7,4890
17,8,5185
17,2,7233
18,6,21
18,5,1184
18,4,4512
18,5,4785
18,5,4886
18,3,4890
18,5,5185
18,3,6338
18,1,6395
18,1,9484
18,10,9994
19,5,21
19,8,1184
19,5,4512
19,7,4886
19,10,4890
19,7,5185
20,1,21
20,2,1184
20,9,2572
20,7,4411
20,9,4512
20,2,4641
20,5,4886
20,5,4890
20,1,5185
20,8,6395
21,2,3070
21,1,4411
21,5,4641
21,5,4785
21,10,6338
21,1,7233
21,1,9484
21,9,9709
21,6,9994
22,9,21
22,1,1184
22,1,4411
22,10,4512
22,9,4641
22,5,4886
22,6,4890
22,7,5185
22,2,9709
23,7,21
23,10,1184
23,7,3921
23,3,4512
23,1,4785
23,10,4886
23,2,4890
23,6,5185
23,10,6338
23,9,6395
23,4,9484
23,3,9573
23,4,9994
24,3,21
24,8,1184
24,1,2572
24,7,4512
24,3,4641
24,7,4886
24,5,4890
24,1,5185
24,10,6395
25,3,21
25,8,1184
25,9,4411
25,5,4512
25,2,4886
25,3,4890
25,2,5016
25,10,5185
25,2,7233
25,9,9709
26,3,21
26,10,1184
26,9,4512
26,9,4886
26,5,4890
26,5,5185
27,8,21
27,6,1184
27,5,3070
27,9,4411
27,10,4512
